source,precompshenav,condinsp,godcontent,DBIG_1,DBIG_2,DBIG_3,DBIG_4,DBIG_5,DBIG_6,DBIG_7,REI_3,REI_4,REI_5,REI_6,REI_7,REI_8,REI_9,REI_10,REI_11,REI_12,REI_13,REI_14,REI_15,REI_16,REI_17,REI_18,REI_19,REI_20,REI_21,REI_22,REI_23,REI_24,REI_25,REI_26,REI_27,REI_28,REI_29,REI_30,REI_31,REI_32,REI_34,contrast,contrast2,compbigd,comprati,compintu,Zprecompshenav,Zcomprati,Zcompintu,int1,int2,int3,int4,int5,int6,hirati,lorati,hiint4,loint4
1,5.5,2,0,3,5,5,5,5,5,5,2,3,2,2,4,4,4,4,4,4,4,3,4,3,2,3,4,2,3,4,3,4,4,2,3,4,3,2,2,3,3,-1,1,4.71428571428571,4.21052631578947,3,-.0158398089867185,-1.19843675619675,-.884171884555635,.0158398089867185,-.0158398089867185,.884171884555635,1.19843675619675,-.884171884555635,-1.19843675619675,-2.19843675619675,-.198436756196746,2.19843675619675,.198436756196746
1,7,1,0,3,4,4,5,5,5,5,4,2,3,2,1,4,2,2,2,4,1,4,3,1,3,3,2,4,4,4,3,3,4,4,4,4,4,4,4,2,1,2,0,4.42857142857143,5.47368421052632,3.83333333333333,.501871842631831,.913710960988014,.577506109361294,1.00374368526366,0,1.15501221872259,1.82742192197603,0,0,-.0862890390119857,1.91371096098801,-.172578078023971,3.82742192197603
1,6.5,3,0,5,5,1,1,3,1,1,3,3,2,2,2,2,2,4,2,2,1,4,2,2,2,3,3,3,3,4,3,3,4,4,3,2,3,4,3,4,2,-1,-1,2.42857142857143,4.78947368421053,3.25,.329301292092315,-.230369052487064,-.445668486380556,-.329301292092315,-.329301292092315,.445668486380556,.230369052487064,.445668486380556,.230369052487064,-1.23036905248706,.769630947512936,1.23036905248706,-.769630947512936
1,7,1,0,3,4,5,5,5,5,5,3,2,4,4,4,2,4,3,4,2,2,2,3,2,4,3,3,2,2,3,3,4,2,2,4,2,3,4,2,3,2,2,0,4.57142857142857,4.31578947368421,2.75,.501871842631831,-1.02242444643135,-1.32267528273071,1.00374368526366,0,-2.64535056546143,-2.0448488928627,0,0,-2.02242444643135,-.0224244464313488,-4.0448488928627,-.0448488928626976
1,7,3,0,5,5,3,1,1,1,1,3,3,3,3,4,3,2,2,2,3,2,4,3,2,2,3,3,4,4,3,4,4,3,4,4,4,4,4,4,2,3,-1,-1,2.42857142857143,4.73684210526316,3.83333333333333,.501871842631831,-.318375207369763,.577506109361294,-.501871842631831,-.501871842631831,-.577506109361294,.318375207369763,-.577506109361294,.318375207369763,-1.31837520736976,.681624792630237,1.31837520736976,-.681624792630237
1,5.5,1,0,3,4,5,5,4,5,5,4,4,4,3,2,3,4,2,4,4,1,4,4,3,3,2,4,3,4,4,4,3,4,2,3,3,4,4,4,3,4,2,0,4.42857142857143,4.52631578947368,3.5,-.0158398089867185,-.670399826900556,-.00716508820547745,-.031679617973437,0,-.0143301764109549,-1.34079965380111,0,0,-1.67039982690056,.329600173099444,-3.34079965380111,.659200346198888
1,6.5,3,0,1,2,2,4,3,4,5,4,2,1,2,1,4,2,4,1,3,2,2,1,2,3,3,2,3,4,5,4,3,5,3,2,4,5,3,5,2,2,-1,-1,3,5.31578947368421,3.83333333333333,.329301292092315,.649692496339919,.577506109361294,-.329301292092315,-.329301292092315,-.577506109361294,-.649692496339919,-.577506109361294,-.649692496339919,-.350307503660081,1.64969249633992,.350307503660081,-1.64969249633992
1,7,3,0,3,3,3,3,3,3,3,3,2,3,2,2,2,2,4,3,5,2,3,3,3,3,3,4,5,5,4,4,3,3,5,4,3,3,4,5,2,2,-1,-1,3,4.78947368421053,4,.501871842631831,-.230369052487064,.86984170814468,-.501871842631831,-.501871842631831,-.86984170814468,.230369052487064,-.86984170814468,.230369052487064,-1.23036905248706,.769630947512936,1.23036905248706,-.769630947512936
1,7,3,0,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-1,-1,3,3.52631578947368,5,.501871842631831,-2.34251676967182,2.62385530084499,-.501871842631831,-.501871842631831,-2.62385530084499,2.34251676967182,-2.62385530084499,2.34251676967182,-3.34251676967182,-1.34251676967182,3.34251676967182,1.34251676967182
1,5,2,0,4,5,4,4,5,5,5,2,5,2,2,3,2,4,4,3,2,3,3,4,4,3,3,3,3,4,4,4,3,4,4,5,5,2,3,2,3,3,-1,1,4.57142857142857,4.10526315789474,3.58333333333333,-.188410359526235,-1.37444906596214,.139002711186216,.188410359526235,-.188410359526235,-.139002711186216,1.37444906596214,.139002711186216,-1.37444906596214,-2.37444906596214,-.374449065962142,2.37444906596214,.374449065962142
1,7,3,0,3,4,4,4,4,4,5,4,2,3,2,3,3,3,3,2,3,2,4,2,3,3,3,2,4,4,4,4,4,4,3,4,4,4,4,4,3,2,-1,-1,4,4.94736842105263,3.91666666666667,.501871842631831,.0336494121610314,.723673908752987,-.501871842631831,-.501871842631831,-.723673908752987,-.0336494121610314,-.723673908752987,-.0336494121610314,-.966350587838969,1.03364941216103,.966350587838969,-1.03364941216103
1,7,3,0,3,4,5,5,5,5,5,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,4,4,3,3,2,3,4,4,3,4,2,3,-1,-1,4.57142857142857,4.52631578947368,3.25,.501871842631831,-.670399826900556,-.445668486380556,-.501871842631831,-.501871842631831,.445668486380556,.670399826900556,.445668486380556,.670399826900556,-1.67039982690056,.329600173099444,1.67039982690056,-.329600173099444
1,5,2,0,5,1,1,1,1,1,1,3,4,3,5,3,3,3,4,3,2,3,2,3,3,4,4,3,3,4,3,3,3,3,3,5,3,3,3,3,3,4,-1,1,1.57142857142857,4.10526315789474,3.25,-.188410359526235,-1.37444906596214,-.445668486380556,.188410359526235,-.188410359526235,.445668486380556,1.37444906596214,-.445668486380556,-1.37444906596214,-2.37444906596214,-.374449065962142,2.37444906596214,.374449065962142
